employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,salary
61233,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,30,5,5,0,46,0,41525
4972,Sales & Marketing,region_2,Master's & above,m,sourcing,2,58,1,3,0,51,0,38857
25649,Procurement,region_14,Bachelor's,m,other,1,32,1,6,1,73,0,25940
3734,Procurement,region_2,Below Secondary,f,other,2,26,3,1,0,75,0,48058
44984,Sales & Marketing,region_29,Bachelor's,m,other,1,29,5,3,0,50,0,44963
24553,Sales & Marketing,region_2,Master's & above,m,sourcing,1,42,4,5,0,49,0,12632
562,Operations,region_7,Master's & above,m,sourcing,1,35,2,10,0,57,0,44740
27810,Analytics,region_31,,m,other,3,30,5,10,0,81,1,46393
15589,Sales & Marketing,region_4,Master's & above,m,other,1,44,4,11,0,47,0,34006
56377,Procurement,region_26,,m,sourcing,1,28,3,3,0,73,0,30927
22510,Legal,region_2,Bachelor's,f,other,1,34,4,2,0,57,0,26628
66858,Procurement,region_23,Bachelor's,m,other,1,34,5,8,0,71,0,21439
37701,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,36,4,4,0,51,0,36638
22596,Sales & Marketing,region_22,Bachelor's,f,other,1,29,4,6,0,49,0,19267
57411,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,43,5,15,0,50,0,64470
48332,Sales & Marketing,region_7,Bachelor's,m,other,2,54,4,13,0,47,0,40880
61484,Procurement,region_13,Bachelor's,m,other,3,26,,1,0,69,0,39093
29993,Operations,region_15,Bachelor's,m,referred,1,35,3,8,0,58,0,31761
62704,Procurement,region_2,Master's & above,f,other,1,51,5,17,0,72,0,39038
16526,Operations,region_2,Bachelor's,m,other,3,32,4,4,0,60,0,38200
1178,Operations,region_6,Master's & above,m,other,1,35,5,2,0,66,1,42665
32694,Technology,region_22,Master's & above,m,other,1,52,3,3,0,75,0,43974
64034,Procurement,region_2,Master's & above,f,sourcing,1,47,5,18,0,65,0,38343
27704,Sales & Marketing,region_25,,m,other,1,25,3,2,0,48,0,18734
48105,Sales & Marketing,region_26,Bachelor's,f,sourcing,3,25,3,3,0,46,0,33853
71993,Technology,region_2,Bachelor's,m,other,1,44,5,16,0,80,1,103564
34211,Analytics,region_26,Bachelor's,m,other,1,35,5,7,0,80,0,28586
39425,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,50,1,4,0,48,0,21102
28534,Procurement,region_14,Bachelor's,f,other,1,34,3,7,0,68,0,10195
33430,Sales & Marketing,region_13,,m,other,1,48,5,7,0,49,0,57488
1622,Operations,region_2,Master's & above,m,sourcing,1,54,1,8,0,59,0,86527
18479,HR,region_30,Bachelor's,m,sourcing,1,28,3,4,0,49,0,47719
38650,Technology,region_23,Master's & above,m,sourcing,2,39,3,7,0,81,0,25277
66360,HR,region_22,Bachelor's,f,other,1,26,4,3,0,47,0,13322
62095,Operations,region_22,Master's & above,m,other,1,37,4,5,0,64,0,36097
49861,Operations,region_22,Bachelor's,m,other,2,32,5,4,0,59,0,12899
46869,R&D,region_13,Bachelor's,m,other,1,34,4,5,0,83,0,33712
75506,Sales & Marketing,region_2,,m,sourcing,2,24,,1,0,49,0,31128
17260,Sales & Marketing,region_32,Bachelor's,m,other,1,29,5,5,0,48,0,32367
4035,Operations,region_26,Master's & above,m,sourcing,1,32,4,7,0,57,0,122791
65917,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,31,4,3,0,52,0,29991
17666,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,4,12,0,47,0,27519
14841,Analytics,region_25,Master's & above,m,sourcing,1,35,3,10,0,86,0,86856
71144,Operations,region_22,Bachelor's,m,sourcing,1,36,1,5,0,57,0,26820
32194,Technology,region_27,Bachelor's,f,sourcing,1,25,4,3,0,85,0,11191
65804,Procurement,region_22,Bachelor's,m,other,6,28,1,5,0,68,1,32145
11157,Operations,region_29,Bachelor's,f,other,1,37,3,5,0,58,0,34795
29197,Technology,region_20,Master's & above,m,sourcing,1,34,4,4,0,82,0,12575
2997,Sales & Marketing,region_2,Master's & above,m,sourcing,1,37,5,8,0,49,0,40470
54393,R&D,region_13,Bachelor's,m,sourcing,1,31,3,5,0,81,0,113121
49597,Operations,region_9,Master's & above,m,other,1,30,4,13,0,63,0,16220
8560,Technology,region_28,Master's & above,f,sourcing,1,30,4,4,0,94,1,44051
6679,Finance,region_22,Bachelor's,m,other,1,29,,1,0,62,0,78420
20534,Operations,region_29,Master's & above,m,other,1,44,5,7,0,63,0,27351
23984,Operations,region_22,Bachelor's,f,other,1,28,1,5,0,62,0,38338
7262,Operations,region_5,Master's & above,f,other,1,36,4,3,0,58,0,15355
35726,Finance,region_10,Master's & above,m,other,1,32,3,4,0,58,0,43065
78291,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,29,3,3,0,50,0,48983
59846,Procurement,region_2,Bachelor's,m,other,1,38,2,5,0,63,0,18937
58080,Operations,region_22,Bachelor's,m,sourcing,2,38,3,8,0,64,0,40670
60086,Procurement,region_2,Bachelor's,f,other,1,32,3,4,0,67,0,38210
54381,Finance,region_29,Bachelor's,m,sourcing,2,30,3,3,0,54,0,40239
31004,Analytics,region_32,Master's & above,m,other,1,29,3,4,0,82,0,22780
30548,Analytics,region_31,Bachelor's,m,other,1,28,3,4,0,77,0,60319
71587,Sales & Marketing,region_7,Master's & above,m,other,1,41,4,5,0,50,0,29701
30126,Finance,region_2,Bachelor's,f,sourcing,1,32,3,4,0,58,0,131732
42602,Analytics,region_2,Bachelor's,m,other,2,37,4,2,0,86,0,22039
56830,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,29,5,6,0,,0,48025
13711,Procurement,region_15,Bachelor's,m,other,2,35,4,9,0,70,0,14588
44040,Sales & Marketing,region_7,Master's & above,f,sourcing,2,34,1,7,0,43,0,11445
66006,Operations,region_13,Master's & above,f,other,1,43,5,19,0,56,0,48042
10611,Operations,region_12,Bachelor's,m,other,1,29,4,6,0,59,0,29968
47046,Sales & Marketing,region_1,Master's & above,m,other,1,33,4,7,0,54,0,12106
16060,Operations,region_15,Bachelor's,m,sourcing,1,27,5,4,0,58,0,45167
43524,Legal,region_2,Bachelor's,m,other,1,32,5,6,0,60,0,24387
70074,Sales & Marketing,region_26,Bachelor's,m,other,1,48,3,2,0,54,0,109296
9315,Analytics,region_9,Master's & above,m,other,1,30,3,3,0,85,0,46225
72725,Sales & Marketing,region_14,Master's & above,m,other,1,34,1,7,0,53,0,28634
20624,Technology,region_2,Master's & above,m,other,1,38,3,4,0,82,0,32572
12509,Procurement,region_7,Bachelor's,f,other,1,28,5,4,0,68,1,44706
33173,Analytics,region_28,Master's & above,m,other,2,31,3,8,0,86,0,27753
30496,Analytics,region_7,Master's & above,m,other,1,46,4,7,0,91,1,37050
75140,HR,region_2,Master's & above,m,other,1,41,1,15,0,44,0,44360
52807,Finance,region_4,Master's & above,f,other,1,34,3,4,0,62,0,26592
38252,Operations,region_15,Bachelor's,f,sourcing,1,35,5,9,0,67,0,24364
8260,Technology,region_31,Bachelor's,f,sourcing,1,35,3,3,0,79,0,44045
78026,Sales & Marketing,region_12,Bachelor's,m,other,1,28,,1,0,,0,49616
55330,Sales & Marketing,region_10,Bachelor's,m,other,1,31,3,3,0,51,0,48832
13440,Procurement,region_13,Bachelor's,m,other,2,34,3,9,0,71,0,27405
58641,Operations,region_20,Bachelor's,m,sourcing,1,27,4,6,0,62,0,41447
36512,Procurement,region_22,Master's & above,f,sourcing,1,42,3,5,0,66,0,25880
24864,Operations,region_11,Bachelor's,f,sourcing,1,29,2,3,0,,0,85550
32402,Sales & Marketing,region_15,Bachelor's,m,other,1,39,2,3,0,51,0,48350
13508,Operations,region_15,Bachelor's,m,other,1,28,1,4,0,,0,46413
47589,Procurement,region_2,Master's & above,f,other,1,51,1,7,0,68,0,20282
34473,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,3,7,0,53,0,37828
23892,Analytics,region_22,Bachelor's,m,referred,1,28,5,2,0,81,0,122254
64402,Procurement,region_2,Master's & above,f,other,1,35,3,6,0,75,0,18199
39647,Procurement,region_22,Bachelor's,m,sourcing,1,29,4,4,0,69,0,42372
46182,Sales & Marketing,region_2,Bachelor's,m,other,1,25,,1,0,48,1,25630
26943,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,35,1,2,0,51,0,31231
61818,Sales & Marketing,region_15,,m,sourcing,1,25,5,2,0,50,0,43437
48182,Operations,region_4,Master's & above,f,sourcing,1,32,4,9,0,58,0,101568
7973,Sales & Marketing,region_2,Bachelor's,f,other,1,39,5,10,0,49,0,47996
22081,Sales & Marketing,region_4,Master's & above,f,sourcing,1,42,3,10,0,53,0,29308
74582,Operations,region_1,Bachelor's,m,other,1,31,5,4,0,60,0,38628
6195,Operations,region_31,Bachelor's,m,sourcing,1,33,4,5,0,60,0,19508
31068,Operations,region_26,Bachelor's,f,other,1,31,4,4,1,58,0,96258
57943,Finance,region_11,Bachelor's,f,other,1,29,5,4,0,62,0,28939
59104,Operations,region_5,Bachelor's,m,other,1,31,5,7,0,,0,25961
60788,Sales & Marketing,region_13,Bachelor's,m,other,1,35,1,6,0,50,0,17109
40768,Legal,region_26,Bachelor's,m,sourcing,1,41,3,10,0,,0,99020
15978,Finance,region_4,Master's & above,m,other,1,45,4,14,0,62,0,35397
27079,Sales & Marketing,region_29,Bachelor's,m,other,2,28,,1,0,51,0,146846
61643,Sales & Marketing,region_15,Master's & above,f,other,1,32,3,5,0,49,0,37797
42518,Finance,region_2,Bachelor's,f,other,1,47,1,14,0,57,0,20260
12400,HR,region_15,Master's & above,m,sourcing,1,31,3,7,0,48,0,31720
69387,Analytics,region_31,Bachelor's,m,other,1,36,4,2,0,84,0,118052
51140,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,24,,1,0,52,0,19203
20695,Operations,region_22,Bachelor's,m,other,1,35,5,5,0,58,0,28713
26091,Operations,region_22,Bachelor's,m,other,1,29,4,2,0,56,0,23350
75651,Analytics,region_22,Bachelor's,m,sourcing,1,31,4,4,0,87,0,34419
62024,Operations,region_16,Bachelor's,m,other,1,23,4,2,0,,0,45714
69582,Operations,region_22,Bachelor's,m,other,2,37,4,12,0,57,1,88095
42660,R&D,region_16,Bachelor's,m,other,1,33,4,7,0,85,0,31022
70217,Technology,region_32,Bachelor's,m,other,1,30,1,4,0,77,0,21277
10591,Sales & Marketing,region_10,Master's & above,m,other,1,41,3,4,0,48,0,22106
20578,Sales & Marketing,region_13,Bachelor's,m,other,2,34,3,6,0,48,0,10994
8997,Finance,region_2,Bachelor's,m,other,1,24,4,2,0,57,0,149287
32840,Sales & Marketing,region_7,Master's & above,m,sourcing,1,54,3,24,0,49,0,40952
77322,Operations,region_22,Bachelor's,f,other,1,34,5,9,0,60,0,48575
31819,Sales & Marketing,region_22,,m,sourcing,2,26,2,4,0,,0,21121
61471,Procurement,region_13,Master's & above,m,other,1,55,3,4,0,65,0,22433
25362,Technology,region_22,Bachelor's,m,other,2,26,3,5,0,82,0,43374
5960,Operations,region_7,Bachelor's,f,sourcing,1,40,3,6,0,62,0,123692
15932,Procurement,region_7,Bachelor's,f,sourcing,1,33,5,6,0,69,0,14041
59223,Operations,region_23,Master's & above,m,sourcing,1,37,5,5,0,64,0,21276
73650,Analytics,region_2,Bachelor's,f,other,3,32,3,7,0,82,0,20539
74188,HR,region_2,Bachelor's,f,sourcing,1,31,3,3,0,49,0,38526
46579,Technology,region_2,Bachelor's,f,other,2,29,4,4,0,82,0,20744
20685,R&D,region_4,Master's & above,m,other,1,40,3,3,0,83,0,19503
67338,Technology,region_22,Bachelor's,f,sourcing,1,34,3,7,1,83,1,47665
47686,Analytics,region_31,Bachelor's,f,other,1,27,1,3,1,88,0,12457
51804,Sales & Marketing,region_29,Bachelor's,m,other,1,25,,1,0,49,0,32682
52670,Sales & Marketing,region_15,Master's & above,m,other,1,36,1,5,0,49,0,27454
42050,Technology,region_2,Bachelor's,m,sourcing,1,53,3,5,0,81,0,20736
33693,Sales & Marketing,region_22,Master's & above,m,sourcing,1,55,5,4,0,48,0,35105
10092,Sales & Marketing,region_2,Master's & above,m,other,1,47,5,8,0,46,0,36103
68755,Sales & Marketing,region_22,Bachelor's,f,other,1,35,1,3,0,49,0,43970
42765,Technology,region_2,Master's & above,m,referred,1,38,5,4,0,82,1,20064
67240,Finance,region_23,Bachelor's,m,other,1,31,5,5,0,56,0,25460
2583,R&D,region_13,Master's & above,m,other,2,33,5,6,0,84,0,40519
24139,Sales & Marketing,region_31,Master's & above,m,sourcing,1,34,4,10,0,51,0,17500
75952,Analytics,region_13,Bachelor's,m,other,2,33,4,7,0,78,0,48861
68290,Technology,region_6,Bachelor's,f,sourcing,1,26,,1,0,84,0,39630
20571,Procurement,region_8,Master's & above,f,sourcing,1,40,5,3,0,68,0,21658
47406,Technology,region_2,Master's & above,m,other,1,51,3,6,0,76,0,71464
23620,Finance,region_2,Below Secondary,m,other,2,24,,1,0,63,0,49082
53544,Sales & Marketing,region_12,Bachelor's,m,other,1,37,3,8,0,,0,138662
50257,Legal,region_2,Bachelor's,m,other,1,25,,1,0,56,0,124264
1716,Procurement,region_22,Master's & above,m,sourcing,3,43,4,4,0,70,0,30378
1842,Operations,region_32,Bachelor's,m,other,1,29,3,3,0,63,0,102687
34339,Finance,region_22,Bachelor's,f,other,1,25,5,2,1,90,1,29280
30123,HR,region_7,Below Secondary,m,sourcing,1,26,4,2,0,49,0,147562
23869,Operations,region_9,Bachelor's,m,sourcing,1,30,5,5,0,63,0,49436
77162,Operations,region_2,Bachelor's,m,other,1,47,3,6,0,57,0,35663
75269,Operations,region_15,Master's & above,f,sourcing,2,42,3,13,0,55,0,12726
42820,Sales & Marketing,region_2,Master's & above,m,other,2,54,3,19,0,,0,28602
32576,Technology,region_2,Master's & above,m,other,1,56,3,19,0,83,0,39355
64606,Sales & Marketing,region_32,Bachelor's,m,other,1,39,2,9,0,47,0,35178
75008,Sales & Marketing,region_33,Master's & above,m,other,2,40,3,9,0,52,0,34575
76404,Analytics,region_22,Master's & above,m,sourcing,1,32,3,6,0,84,0,40254
50172,R&D,region_22,Master's & above,m,other,1,28,3,2,0,81,0,13599
24577,Analytics,region_22,Bachelor's,m,sourcing,2,26,4,2,0,86,0,55766
23993,Operations,region_22,Master's & above,m,sourcing,2,33,5,6,0,58,1,12773
51434,R&D,region_27,Master's & above,m,other,2,33,3,3,0,81,0,27923
20304,Operations,region_29,Bachelor's,m,sourcing,1,29,5,2,0,65,0,30061
75134,Procurement,region_11,Bachelor's,m,other,1,43,2,19,0,71,0,18981
56100,Operations,region_24,Bachelor's,f,sourcing,1,29,4,4,0,58,0,29116
71769,R&D,region_22,Bachelor's,m,other,1,28,3,3,0,79,0,60130
70788,Technology,region_4,Master's & above,m,sourcing,1,47,3,6,0,75,0,37657
65014,Technology,region_8,Master's & above,f,sourcing,1,31,3,3,0,84,0,105644
71120,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,41,4,12,0,,1,47330
44098,Procurement,region_26,Bachelor's,m,sourcing,1,38,3,2,0,66,0,29047
50185,Sales & Marketing,region_8,Bachelor's,m,other,2,31,4,4,0,,0,29714
74214,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,30,3,4,0,52,0,40548
67302,Operations,region_4,Master's & above,m,other,1,45,4,3,0,55,0,20867
26729,Analytics,region_2,Bachelor's,m,other,1,46,5,18,0,88,0,44940
58016,HR,region_2,,m,sourcing,1,34,5,9,0,52,0,24697
65922,Sales & Marketing,region_4,Bachelor's,m,other,1,40,5,8,0,52,0,111011
51214,Operations,region_8,Bachelor's,m,other,1,28,3,2,0,56,0,70426
54668,Technology,region_2,Master's & above,m,other,1,36,5,6,0,79,0,123442
27317,Sales & Marketing,region_32,Bachelor's,m,other,2,30,,1,0,48,0,20564
63823,Operations,region_2,Bachelor's,m,other,1,53,4,12,0,55,0,46889
23524,Technology,region_11,Master's & above,f,sourcing,1,33,4,10,0,74,0,15198
72712,Technology,region_26,Bachelor's,m,other,1,28,,1,0,81,0,40181
76669,R&D,region_22,Bachelor's,m,sourcing,2,28,5,3,0,83,1,37993
59334,R&D,region_2,Bachelor's,m,sourcing,2,30,4,5,0,84,0,24030
43894,Analytics,region_2,Bachelor's,m,other,1,56,4,27,0,88,0,27249
61300,Procurement,region_2,Bachelor's,m,sourcing,1,23,,1,0,68,0,39418
20313,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,4,5,0,49,0,91622
72072,Analytics,region_2,Master's & above,m,other,1,39,3,4,0,82,0,85703
75117,Sales & Marketing,region_1,Bachelor's,f,other,1,29,4,5,0,,0,45058
63792,Procurement,region_20,Bachelor's,f,other,1,31,2,3,0,70,0,81588
75172,Sales & Marketing,region_1,Bachelor's,f,other,1,29,,1,0,,1,42935
62370,Analytics,region_2,,f,other,1,24,,1,0,83,0,26563
15267,Technology,region_7,Master's & above,f,sourcing,1,39,4,4,0,78,0,29512
53674,Procurement,region_22,Bachelor's,m,other,2,30,3,4,0,72,0,145029
47983,Technology,region_22,Bachelor's,m,other,1,29,4,8,0,82,0,18187
41819,Analytics,region_27,Bachelor's,m,sourcing,1,35,4,10,0,84,0,23376
41546,Finance,region_2,Below Secondary,m,other,2,25,3,2,0,59,0,16923
62612,Sales & Marketing,region_10,Bachelor's,m,sourcing,2,33,1,6,0,53,0,17837
61927,Technology,region_2,Bachelor's,m,sourcing,1,38,3,9,0,82,1,15298
34304,Procurement,region_26,Bachelor's,m,other,1,29,,1,0,72,0,16185
62063,Finance,region_32,Bachelor's,m,other,1,29,3,6,0,62,0,42247
49680,Sales & Marketing,region_29,Bachelor's,f,other,1,28,5,5,0,47,0,43840
21777,Operations,region_21,Bachelor's,m,sourcing,1,36,3,4,0,63,0,16374
59051,Procurement,region_15,Bachelor's,m,other,1,34,3,6,0,70,0,45813
69527,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,45,3,7,0,50,0,17135
6137,Operations,region_22,Bachelor's,m,sourcing,2,26,5,4,0,58,0,93801
15819,Analytics,region_12,Bachelor's,m,other,1,28,5,3,0,81,0,16319
24890,Technology,region_2,Bachelor's,m,referred,2,32,3,5,0,80,0,32086
35155,Sales & Marketing,region_7,,m,other,1,35,2,3,0,43,0,23072
45469,Technology,region_4,Bachelor's,m,sourcing,1,38,5,10,0,82,1,102946
76286,Procurement,region_2,Bachelor's,f,sourcing,1,60,5,12,0,71,0,28500
32837,Sales & Marketing,region_2,Master's & above,m,sourcing,1,53,5,13,0,51,0,27226
10007,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,27,3,4,0,48,0,13175
2515,Operations,region_6,Bachelor's,m,sourcing,1,30,4,3,0,,0,15846
14545,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,31,3,4,0,55,0,45398
26762,Sales & Marketing,region_2,,m,sourcing,1,23,4,2,1,49,0,27978
14757,Sales & Marketing,region_26,Bachelor's,f,other,1,27,4,6,1,49,0,19988
71418,Procurement,region_7,Master's & above,m,sourcing,1,36,3,3,0,67,0,46808
59873,Finance,region_2,Master's & above,m,other,1,34,4,6,0,62,0,85696
48664,HR,region_22,Bachelor's,m,sourcing,1,23,3,2,0,49,0,25044
34949,HR,region_31,Bachelor's,f,other,2,29,3,4,0,47,0,96533
14529,Sales & Marketing,region_2,,m,other,1,28,1,3,0,52,0,122889
32671,HR,region_31,Bachelor's,m,other,1,27,,1,0,50,0,34741
54257,Procurement,region_2,Bachelor's,f,sourcing,1,34,4,2,0,71,0,43262
61377,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,33,1,2,0,48,0,24918
52755,Procurement,region_16,Bachelor's,m,other,1,37,3,2,0,75,0,20262
74683,Operations,region_22,Bachelor's,m,other,1,37,3,3,0,59,0,12220
9541,Technology,region_7,Bachelor's,m,other,1,35,3,4,0,76,0,30010
5540,Technology,region_14,Bachelor's,f,other,1,28,,1,0,83,0,98818
74670,Sales & Marketing,region_7,,m,other,1,39,2,3,0,48,0,21015
53626,Technology,region_2,Master's & above,f,other,1,55,4,28,0,83,0,136170
16330,Operations,region_15,,m,sourcing,1,34,3,3,0,58,0,40179
2890,Sales & Marketing,region_2,Bachelor's,f,other,1,60,1,10,0,49,0,34407
50202,Sales & Marketing,region_9,,m,sourcing,1,31,3,3,0,52,0,36004
55376,Sales & Marketing,region_2,Bachelor's,m,other,1,60,5,11,0,64,1,28039
26104,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,5,9,0,49,0,31503
56055,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,57,4,10,0,50,0,113805
57407,Operations,region_2,Master's & above,m,sourcing,1,33,3,6,0,58,1,14166
5140,Sales & Marketing,region_8,Bachelor's,m,other,2,26,1,2,0,50,0,22969
74629,Technology,region_13,Master's & above,f,sourcing,1,33,4,5,0,79,0,32146
53559,Sales & Marketing,region_1,Bachelor's,m,other,1,31,5,8,0,46,0,88797
4200,Operations,region_22,Bachelor's,m,other,1,31,3,2,0,52,0,94570
9343,Sales & Marketing,region_28,Bachelor's,f,sourcing,2,27,1,3,0,48,0,77606
1176,Analytics,region_2,Bachelor's,m,sourcing,2,25,4,2,0,82,0,85591
76332,Procurement,region_2,Bachelor's,f,other,2,27,3,2,0,71,0,12200
77158,Operations,region_30,Bachelor's,f,other,1,39,4,10,0,60,0,32491
52435,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,42,5,5,0,50,0,46448
65723,Operations,region_22,Master's & above,m,referred,1,31,3,5,0,77,1,40321
35608,R&D,region_7,Bachelor's,m,sourcing,1,29,5,5,1,86,1,146668
6086,R&D,region_25,Master's & above,m,other,1,37,5,6,0,90,0,149701
56805,Sales & Marketing,region_13,Master's & above,m,sourcing,1,41,1,7,0,55,0,112966
41526,Operations,region_26,Bachelor's,m,sourcing,1,25,,1,0,57,0,78307
43227,Sales & Marketing,region_22,Bachelor's,f,other,2,28,1,3,0,48,0,25722
72230,Analytics,region_22,Bachelor's,m,sourcing,2,45,5,16,0,88,0,27987
59203,Operations,region_26,Bachelor's,f,other,1,28,2,3,0,60,0,17234
74193,Technology,region_5,Bachelor's,m,sourcing,1,30,4,2,0,82,0,45236
68009,Procurement,region_2,Bachelor's,f,sourcing,1,33,4,5,0,70,0,33277
64412,Sales & Marketing,region_7,Master's & above,m,other,1,48,3,17,0,48,0,18522
18277,Sales & Marketing,region_19,Bachelor's,m,other,1,33,2,3,0,48,0,143376
76793,Procurement,region_31,Bachelor's,f,sourcing,1,27,4,2,0,71,0,145666
4285,Legal,region_7,Master's & above,m,sourcing,1,41,5,10,0,,0,45883
54920,Sales & Marketing,region_16,Bachelor's,m,other,2,46,1,14,0,52,0,36859
12825,Analytics,region_2,Bachelor's,m,other,1,32,3,4,0,84,0,73635
67736,HR,region_2,Master's & above,f,other,1,35,3,7,0,,0,134489
50208,Procurement,region_6,Bachelor's,m,other,1,24,1,2,1,63,0,134415
75528,HR,region_2,Bachelor's,f,sourcing,1,52,4,9,0,50,0,89091
13219,Sales & Marketing,region_2,Master's & above,m,other,1,57,5,13,0,51,0,20769
45531,Sales & Marketing,region_3,Master's & above,m,other,1,47,1,4,0,48,0,34237
60687,Technology,region_16,Bachelor's,f,sourcing,1,31,4,5,0,79,0,26635
9069,Analytics,region_2,Bachelor's,m,sourcing,1,30,4,9,0,86,0,11004
30178,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,4,4,0,48,0,30440
77044,Operations,region_31,Bachelor's,f,sourcing,1,28,3,5,0,57,0,46995
44210,Analytics,region_22,Bachelor's,m,sourcing,1,27,1,2,0,82,0,36565
59684,Analytics,region_22,Bachelor's,f,sourcing,1,29,2,2,0,87,0,64272
16569,Procurement,region_4,Bachelor's,f,sourcing,1,30,3,7,0,72,0,24337
12539,Procurement,region_22,Bachelor's,f,other,1,26,4,1,0,65,0,47359
40531,Sales & Marketing,region_23,Bachelor's,m,other,4,36,3,9,0,,0,45996
76063,Technology,region_7,Bachelor's,m,other,1,37,5,2,0,79,0,71809
59904,Sales & Marketing,region_30,Bachelor's,m,other,2,30,3,6,0,50,0,24824
12363,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,32,5,6,0,52,0,36929
72063,Procurement,region_8,Master's & above,m,sourcing,1,40,3,10,0,75,0,10891
68175,HR,region_25,Bachelor's,f,other,1,27,4,3,0,47,0,36538
6943,Sales & Marketing,region_27,Bachelor's,m,other,1,35,4,2,0,44,0,120778
52224,Operations,region_2,Bachelor's,f,sourcing,1,43,3,13,0,58,0,28758
12184,Operations,region_22,Bachelor's,f,other,2,31,4,6,0,56,0,22703
35306,Technology,region_26,Bachelor's,m,sourcing,1,32,5,6,0,77,1,29215
63504,R&D,region_29,Master's & above,m,sourcing,1,29,1,2,0,85,0,44454
49546,Sales & Marketing,region_23,Master's & above,m,sourcing,1,34,5,7,0,55,0,42200
8256,Sales & Marketing,region_1,Master's & above,m,other,1,33,1,4,0,47,0,35433
42097,Sales & Marketing,region_14,Master's & above,m,sourcing,1,37,3,6,0,44,0,49231
6441,Finance,region_26,Bachelor's,m,sourcing,1,28,3,5,0,56,0,98787
40906,Sales & Marketing,region_26,Bachelor's,m,other,2,26,1,3,0,49,0,34097
55041,Sales & Marketing,region_13,Bachelor's,m,other,1,37,1,4,0,88,1,32482
54810,Operations,region_23,Bachelor's,m,sourcing,2,33,4,9,0,60,0,33092
51863,Legal,region_2,Master's & above,f,other,3,40,5,4,0,58,0,16475
49244,Legal,region_22,Bachelor's,m,other,1,33,1,7,0,56,0,16494
39332,HR,region_12,Bachelor's,f,other,1,27,4,5,0,50,0,24699
41425,Technology,region_15,Bachelor's,m,sourcing,1,46,3,14,0,86,0,48594
52180,Sales & Marketing,region_11,Bachelor's,m,other,1,30,3,3,0,52,0,32318
74257,Sales & Marketing,region_4,Bachelor's,m,sourcing,4,27,4,3,0,47,0,23737
37705,Finance,region_2,Bachelor's,m,other,3,50,4,5,0,60,0,47517
65150,Technology,region_2,Bachelor's,f,referred,3,31,5,6,0,82,0,25253
37630,Finance,region_15,Bachelor's,m,sourcing,1,29,3,3,0,65,0,35010
68610,Operations,region_12,Bachelor's,f,other,1,30,2,5,0,56,0,21296
39694,Sales & Marketing,region_2,Bachelor's,f,other,1,35,5,9,0,49,0,29419
25074,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,49,2,18,0,,0,119621
43168,Analytics,region_31,Bachelor's,m,sourcing,2,31,5,5,0,88,0,12386
72061,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,53,5,22,0,48,0,22852
42155,Technology,region_2,Bachelor's,m,sourcing,2,40,1,3,0,83,0,36045
45349,Operations,region_7,Bachelor's,f,sourcing,1,31,5,3,0,57,0,119419
45578,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,27,3,4,0,51,0,42283
6633,Sales & Marketing,region_14,Bachelor's,m,other,1,34,1,7,0,51,0,94979
44674,Sales & Marketing,region_2,Master's & above,m,other,1,54,3,4,0,54,0,135335
8313,HR,region_13,Bachelor's,m,other,1,29,5,6,0,,0,36785
42599,Operations,region_15,Bachelor's,m,other,1,43,5,13,0,57,0,95887
72603,Operations,region_19,Bachelor's,f,sourcing,1,28,3,2,0,63,1,30748
45290,Sales & Marketing,region_7,Bachelor's,m,other,1,32,5,6,0,49,0,23080
58855,Analytics,region_22,Bachelor's,m,other,2,26,3,3,0,86,0,28692
16288,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,5,3,0,52,0,29923
28275,Technology,region_13,Master's & above,f,sourcing,1,37,4,9,0,82,0,49263
69129,Finance,region_28,Master's & above,m,sourcing,1,35,1,6,0,62,0,41953
40061,Sales & Marketing,region_13,Master's & above,m,referred,1,31,1,5,0,52,0,46059
